Nom station;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Actualisation de la donnée;Nom communes équipées
Marne - Charles de Gaulle;27;23;3;0;3;2023-04-06T13:47:13+02:00;Alfortville
Gare d'Argenteuil;40;13;24;15;9;2023-04-06T13:49:01+02:00;Argenteuil
Saint-Benoît - Jacob;23;0;22;6;16;2023-04-06T13:49:07+02:00;Paris
Abbé Groult - Convention;12;9;2;2;0;2023-04-06T13:48:51+02:00;Paris
Didot - Place de Moro-Giafferi;22;21;0;0;0;2023-04-06T13:43:36+02:00;Paris
Bibliothèque Nationale - Richelieu;17;4;13;10;3;2023-04-06T13:40:18+02:00;Paris
Davout - Volga;28;25;3;1;2;2023-04-06T13:46:55+02:00;Paris
Cherche-Midi - Hôpital Necker;38;31;5;2;3;2023-04-06T13:48:14+02:00;Paris
Porte de la Muette;36;25;11;1;10;2023-04-06T13:47:31+02:00;Paris
Richard Lenoir - Voltaire;25;7;17;15;2;2023-04-06T13:47:36+02:00;Paris
Bruant - Vincent Auriol;25;4;20;18;2;2023-04-06T13:48:06+02:00;Paris
Condorcet - Turgot;20;11;9;3;6;2023-04-06T13:47:55+02:00;Paris
Bréguet - Sabin;33;17;13;10;3;2023-04-06T13:48:55+02:00;Paris
Villiers - Batignolles;23;18;2;1;1;2023-04-06T13:49:05+02:00;Paris
Jardins d'Eole;20;16;1;1;0;2023-04-06T13:44:49+02:00;Paris
Croix Nivert - Square Saint-Lambert;47;23;24;20;4;2023-04-06T13:46:20+02:00;Paris
Raymond Poincaré - Place Victor Hugo;25;8;13;2;11;2023-04-06T13:47:34+02:00;Paris
Landy - Heurtault;30;6;21;13;8;2023-04-06T13:48:37+02:00;Aubervilliers
Paul Bodin - Clichy;34;26;6;5;1;2023-04-06T13:47:48+02:00;Paris
Paradis - Hauteville;31;13;15;14;1;2023-04-06T13:47:25+02:00;Paris
Place des Droits de l'Enfant;24;21;2;0;2;2023-04-06T13:48:26+02:00;Paris
Stalingrad - Rigollots;51;46;0;0;0;2023-04-06T13:47:52+02:00;Fontenay-sous-Bois
Ecoles - Carmes;36;2;31;14;17;2023-04-06T13:47:59+02:00;Paris
Gare du Nord - Saint-Vincent de Paul;24;22;1;1;0;2023-04-06T13:48:44+02:00;Paris
Porte de Bagnolet;33;29;3;1;2;2023-04-06T13:47:31+02:00;Paris
Plantes - Moulin Vert;45;41;2;2;0;2023-04-06T13:47:44+02:00;Paris
Bourdon - Pont Morland;52;7;44;37;7;2023-04-06T13:49:06+02:00;Paris
Flandrin - Longchamp;42;7;29;12;17;2023-04-06T13:44:53+02:00;Paris
Reuilly - Place Felix Eboue;42;37;3;1;2;2023-04-06T13:47:52+02:00;Paris
Porte Molitor;60;7;51;37;14;2023-04-06T13:46:30+02:00;Paris
Crevaux - Bugeaud;31;23;8;3;5;2023-04-06T13:46:48+02:00;Paris
Place de la Madeleine - Royale;26;4;21;13;8;2023-04-06T13:49:00+02:00;Paris
Cité Riverin - Château d'Eau;18;0;16;11;5;2023-04-06T13:48:58+02:00;Paris
Gare RER les Grésillons;22;13;7;5;2;2023-04-06T13:41:35+02:00;Asnières-sur-Seine
Charles Frérot - Albert Guilpin;30;19;11;11;0;2023-04-06T13:48:42+02:00;Gentilly
Poissonniers - Championnet;28;16;3;0;3;2023-04-06T13:46:54+02:00;Paris
Chevreuse - Montparnasse;15;1;14;3;11;2023-04-06T13:48:53+02:00;Paris
Cambon - Rivoli;40;1;38;26;12;2023-04-06T13:48:24+02:00;Paris
Place de la Nation - Picpus;36;36;0;0;0;2023-04-06T13:45:24+02:00;Paris
Jules Vallès - Charonne;23;17;3;2;1;2023-04-06T13:48:55+02:00;Paris
Maxime Gorki - Louis Aragon;20;18;2;1;1;2023-04-06T13:44:54+02:00;Villejuif
Henri Ravera - Gabriel Péri;30;28;1;0;1;2023-04-06T13:45:29+02:00;Bagneux
Grande Truanderie - Saint-Denis;33;19;12;8;4;2023-04-06T13:46:49+02:00;Paris
Perle - Vieille du Temple;36;15;20;13;7;2023-04-06T13:49:01+02:00;Paris
Sèvres - Lecourbe;62;28;33;25;8;2023-04-06T13:49:02+02:00;Paris
Gare Montparnasse - Arrivée;43;15;28;23;5;2023-04-06T13:47:33+02:00;Paris
Square Claude Bernard;30;18;12;9;3;2023-04-06T13:49:08+02:00;Paris
Roger Salengro - Général de Gaulle;27;5;21;20;1;2023-04-06T13:47:23+02:00;Champigny-sur-Marne
Epée de Bois - Mouffetard;63;52;11;9;2;2023-04-06T13:47:17+02:00;Paris
Murat - Porte de Saint-Cloud;38;15;20;14;6;2023-04-06T13:47:46+02:00;Paris
Claude Vellefaux - Hôpital Saint-Louis;32;30;1;0;1;2023-04-06T13:44:11+02:00;Paris
Diane Arbus;38;30;5;3;2;2023-04-06T13:46:34+02:00;Paris
Phalsbourg - Villiers;20;17;2;2;0;2023-04-06T13:44:43+02:00;Paris
Cadix - Hameau;37;9;26;26;0;2023-04-06T13:47:57+02:00;Paris
Molitor - Michel-Ange;52;16;30;22;8;2023-04-06T13:48:44+02:00;Paris
Camille Risch - Paul Armangot;25;24;1;1;0;2023-04-06T13:48:07+02:00;Vitry-sur-Seine
Place des Abbesses;12;11;1;0;1;2023-04-06T13:47:33+02:00;Paris
Reuilly - Daumesnil;36;25;8;3;5;2023-04-06T13:49:01+02:00;Paris
Pyrénées - Avron;32;29;3;0;3;2023-04-06T13:46:59+02:00;Paris
Charentonneau - Maisons Alfort;20;6;13;11;2;2023-04-06T13:43:50+02:00;Maisons-Alfort
Herschel - Observatoire;37;24;13;1;12;2023-04-06T13:45:49+02:00;Paris
Sorbier - Ménilmontant;24;22;1;1;0;2023-04-06T13:48:36+02:00;Paris
Gare de Reuilly - Picpus;28;25;3;1;2;2023-04-06T13:49:04+02:00;Paris
Mairie du 16ème;35;32;3;0;3;2023-04-06T13:45:23+02:00;Paris
Pergolèse - Marbeau;27;17;2;0;2;2023-04-06T13:46:54+02:00;Paris
Cité Vaneau;26;8;17;14;3;2023-04-06T13:48:09+02:00;Paris
Louis Lumière.;22;17;3;0;3;2023-04-06T13:45:10+02:00;Paris
Maine - Liancourt;27;23;4;2;2;2023-04-06T13:48:32+02:00;Paris
Mairie d'Issy;41;25;15;11;4;2023-04-06T13:48:56+02:00;Issy-les-Moulineaux
Leibniz - Jean Dollfus;32;24;7;4;3;2023-04-06T13:47:48+02:00;Paris
Gambetta - Père Lachaise;29;28;1;0;1;2023-04-06T13:44:16+02:00;Paris
Jourdan - Cité Universitaire;39;35;3;1;2;2023-04-06T13:45:00+02:00;Paris
Niger - Soult;24;21;2;2;0;2023-04-06T13:40:17+02:00;Paris
Place de la Nation - Charonne;36;34;2;2;0;2023-04-06T13:47:11+02:00;Paris
Quai de Béthune - Pont de la Tournelle;25;19;4;1;3;2023-04-06T13:48:09+02:00;Paris
Beaubourg - Michel-le-Comte;17;5;12;5;7;2023-04-06T13:47:43+02:00;Paris
Centquatre;42;36;2;1;1;2023-04-06T13:48:14+02:00;Paris
Porte de Clignancourt - Ney;40;24;13;9;4;2023-04-06T13:46:37+02:00;Paris
Square Montholon;21;13;8;6;2;2023-04-06T13:46:35+02:00;Paris
Turbigo - Française;16;3;11;7;4;2023-04-06T13:48:48+02:00;Paris
Gare Saint-Lazare - Stockholm;32;20;10;4;6;2023-04-06T13:47:29+02:00;Paris
Cordelières - Arago;46;23;22;20;2;2023-04-06T13:48:16+02:00;Paris
Petit - Georges Thill;23;20;1;0;1;2023-04-06T13:44:04+02:00;Paris
Parme - Clichy;24;18;5;2;3;2023-04-06T13:45:07+02:00;Paris
Emile Reynaud - Porte de la Villette;22;17;4;1;3;2023-04-06T13:48:49+02:00;Paris
Louis Blanc - La Chapelle;21;18;3;1;2;2023-04-06T13:48:22+02:00;Paris
Chausson - Gabriel Péri;22;11;9;4;5;2023-04-06T13:46:33+02:00;Gennevilliers
Bargue -  Dutot;21;19;2;1;1;2023-04-06T13:41:30+02:00;Paris
Pyrénées - Plaine;12;9;3;2;1;2023-04-06T13:48:02+02:00;Paris
Place de l'Europe - Alfortville;24;9;15;10;5;2023-04-06T13:43:36+02:00;Alfortville
Beaumarchais - Saint-Gilles;51;32;19;16;3;2023-04-06T13:46:55+02:00;Paris
Traktir - Foch;22;17;3;1;2;2023-04-06T13:48:29+02:00;Paris
Charenton - Jardiniers;31;28;2;0;2;2023-04-06T13:45:42+02:00;Paris
Sèvres - Général Leclerc;30;1;29;13;16;2023-04-06T13:47:13+02:00;Boulogne-Billancourt
Maurice d'Ocagne - General Maudhuy;30;29;1;0;1;2023-04-06T13:48:47+02:00;Paris
Louis le Grand - Italiens;33;0;32;16;16;2023-04-06T13:47:59+02:00;Paris
Place de la Fraternité;22;12;6;1;5;2023-04-06T13:49:04+02:00;Montreuil
Saint-Denis - Université;24;20;4;1;3;2023-04-06T13:45:09+02:00;Saint-Denis
Turbigo - Réaumur;31;10;18;17;1;2023-04-06T13:48:50+02:00;Paris
Bourse du Travail;17;6;9;7;2;2023-04-06T13:45:44+02:00;Paris
Dunkerque - Alsace;20;19;1;0;1;2023-04-06T13:47:38+02:00;Paris
Gare de Bellevue;20;12;8;0;8;2023-04-06T13:48:22+02:00;Meudon
Faubourg Du Temple - Republique;38;26;9;8;1;2023-04-06T13:49:06+02:00;Paris
Bosquet - Saint-Dominique;28;7;20;15;5;2023-04-06T13:48:03+02:00;Paris
Maurice Payret-Dortail;22;18;3;1;2;2023-04-06T13:43:46+02:00;Suresnes
Sarrette - Général Leclerc;22;20;2;1;1;2023-04-06T13:48:45+02:00;Paris
Frères Flavien - Porte des Lilas;23;22;1;0;1;2023-04-06T13:47:02+02:00;Paris
Arsène Houssaye - Champs-Elysées;29;14;14;0;14;2023-04-06T13:48:48+02:00;Paris
Saint-Denis - Réaumur;32;8;20;15;5;2023-04-06T13:48:33+02:00;Paris
Mairie du 10ème;19;9;9;8;1;2023-04-06T13:47:53+02:00;Paris
Parc Roger Salengro;35;32;3;3;0;2023-04-06T13:45:41+02:00;Clichy
Petites Ecuries - Faubourg Saint-Denis;29;1;28;18;10;2023-04-06T13:48:47+02:00;Paris
Nationale - Vincent Auriol;33;28;5;0;5;2023-04-06T13:47:51+02:00;Paris
Charles de Gaulle - Plateau de Vanves;33;29;3;1;2;2023-04-06T13:45:57+02:00;Malakoff
Etienne Marcel - Montorgueil;28;17;11;6;5;2023-04-06T13:47:09+02:00;Paris
Lacuée - Lyon;16;0;14;9;5;2023-04-06T13:47:19+02:00;Paris
Olivier de Serres - Leriche;25;21;3;1;2;2023-04-06T13:44:10+02:00;Paris
Archives - Rivoli;25;9;12;9;3;2023-04-06T13:48:38+02:00;Paris
Sainte-Elisabeth - Turbigo;33;6;22;13;9;2023-04-06T13:48:11+02:00;Paris
Joffre - Aigle;20;15;4;1;3;2023-04-06T13:47:32+02:00;La Garenne-Colombes
Temple - Haudriettes;19;11;7;6;1;2023-04-06T13:45:23+02:00;Paris
Française - Etienne Marcel;37;25;7;2;5;2023-04-06T13:48:48+02:00;Paris
Blancs-Manteaux - Archives;29;9;16;10;6;2023-04-06T13:48:36+02:00;Paris
Saint-Michel - Luxembourg;29;17;9;7;2;2023-04-06T13:46:30+02:00;Paris
Hôtel de Ville d'Asnières sur Seine;30;18;8;5;3;2023-04-06T13:46:12+02:00;Asnières-sur-Seine
Montmartre - Etienne Marcel;16;4;11;8;3;2023-04-06T13:46:41+02:00;Paris
Square Emile - Chautemps;25;18;3;1;2;2023-04-06T13:47:18+02:00;Paris
Solitaires - Place des Fêtes;29;28;1;0;1;2023-04-06T13:46:14+02:00;Paris
Didot - Mariniers;35;35;0;0;0;2023-04-06T13:48:09+02:00;Paris
Cléry - Montmartre;44;8;34;17;17;2023-04-06T13:48:23+02:00;Paris
Lagny - Auguste Blanqui;27;1;25;9;16;2023-04-06T13:48:11+02:00;Montreuil
Adolphe Lalyre - Armand Silvestre;40;11;28;13;15;2023-04-06T13:48:11+02:00;Courbevoie
Gardenat-Lapostol - Velettes;20;20;0;0;0;2023-04-06T13:41:41+02:00;Suresnes
Bézout - Général Leclerc;30;27;3;0;3;2023-04-06T13:48:36+02:00;Paris
Place du 17 Octobre;20;4;14;12;2;2023-04-06T13:46:45+02:00;Gennevilliers
Hôtel de Ville de Chaville;20;17;2;1;1;2023-04-06T13:41:05+02:00;Chaville
Adolphe Pinard - Victor Hugo;52;52;0;0;0;2023-04-06T13:45:12+02:00;Malakoff
Gare d'Austerlitz - Pont Charles de Gaulle;55;0;53;31;22;2023-04-06T13:48:42+02:00;Paris
Kléber - National;20;11;6;1;5;2023-04-06T13:48:20+02:00;La Garenne-Colombes
Lally-Tollendal - Armand Carrel;28;25;2;1;1;2023-04-06T13:48:17+02:00;Paris
Mairie du 3ème;32;8;22;17;5;2023-04-06T13:48:04+02:00;Paris
Cours de Vincennes - Soult;45;32;13;8;5;2023-04-06T13:48:49+02:00;Paris
Convention - Lourmel;36;12;22;20;2;2023-04-06T13:48:23+02:00;Paris
Bastille - Beaumarchais;23;6;14;12;2;2023-04-06T13:47:57+02:00;Paris
Eugène Varlin - Place de la Paix;23;18;5;1;4;2023-04-06T13:46:40+02:00;Villejuif
Fille du Calvaire - Turenne;29;11;15;7;8;2023-04-06T13:49:06+02:00;Paris
Froidevaux - Boulard;35;31;4;1;3;2023-04-06T13:48:52+02:00;Paris
Château - République;20;7;11;5;6;2023-04-06T13:46:25+02:00;La Garenne-Colombes
Place de l'Hôtel de Ville;14;2;8;7;1;2023-04-06T13:49:02+02:00;Paris
Cesaria Evora - Rosa Parks;40;36;3;1;2;2023-04-06T13:42:00+02:00;Paris
Alouettes - Maréchal de Lattre de Tassigny;22;17;5;0;5;2023-04-06T13:46:34+02:00;Fontenay-sous-Bois
Victoire - Laffitte;20;6;12;10;2;2023-04-06T13:44:10+02:00;Paris
Jean Bleuzen - Square du 11 Novembre;49;48;1;0;1;2023-04-06T13:45:48+02:00;Vanves
Place de la Bastille - Bourdon;35;8;25;22;3;2023-04-06T13:48:54+02:00;Paris
Place de la République - Temple;18;12;6;6;0;2023-04-06T13:47:45+02:00;Paris
Tiron - Rivoli;28;4;22;12;10;2023-04-06T13:48:26+02:00;Paris
Séminaire de Conflans - Liberté;26;5;21;9;12;2023-04-06T13:48:37+02:00;Charenton-le-Pont
Verdier - Jean Jaurès;33;31;1;1;0;2023-04-06T13:47:45+02:00;Montrouge
Barbès - Monique Maunoury;40;37;2;1;1;2023-04-06T13:47:42+02:00;Ivry-sur-Seine
Mairie du Kremlin-Bicêtre;25;24;1;1;0;2023-04-06T13:49:02+02:00;Le Kremlin-Bicêtre
Porte de Saint Cloud - Parc des Princes;32;7;24;20;4;2023-04-06T13:48:19+02:00;Paris
Rivoli - Musée du Louvre;24;2;20;9;11;2023-04-06T13:48:22+02:00;Paris
Gare du Nord - La Chapelle;18;14;3;0;3;2023-04-06T13:42:26+02:00;Paris
Village Saint-Paul;28;8;19;9;10;2023-04-06T13:47:27+02:00;Paris
Gardenat Lapostol - Franklin Roosevelt;24;21;3;0;3;2023-04-06T13:43:01+02:00;Suresnes
Quai Jules Guesde - Saint-Simon;30;14;15;13;2;2023-04-06T13:49:05+02:00;Vitry-sur-Seine
Place Paul Delouvrier;26;20;4;4;0;2023-04-06T13:48:18+02:00;Paris
Bas - Gabriel Péri;30;26;1;0;1;2023-04-06T13:47:57+02:00;Asnières-sur-Seine
Candale - Mehul;25;23;2;1;1;2023-04-06T13:43:47+02:00;Pantin
Choiseul - Quatre Septembre;44;15;29;14;15;2023-04-06T13:48:39+02:00;Paris
Alger - Rivoli;21;0;20;8;12;2023-04-06T13:47:24+02:00;Paris
Mairie du 4ème;44;12;25;20;5;2023-04-06T13:49:02+02:00;Paris
Édouard Vaillant - Place Jean Jaurès;24;18;5;0;5;2023-04-06T13:49:02+02:00;Suresnes
Hippodrome Paris-Vincennes;42;36;6;2;4;2023-04-06T13:48:58+02:00;Paris
Aboukir - Alexandrie;21;12;7;5;2;2023-04-06T13:45:04+02:00;Paris
Saint-Gilles - Turenne;18;1;14;7;7;2023-04-06T13:48:14+02:00;Paris
Oratoire - Rivoli;18;0;18;9;9;2023-04-06T13:47:47+02:00;Paris
Poulet - Barbès;0;0;0;0;0;2019-03-20T15:46:36+01:00;Paris
Château - Place de Catalogne;33;32;1;0;1;2023-04-06T13:43:18+02:00;Paris
Pau Casals - Neuve Tolbiac;53;11;42;23;19;2023-04-06T13:48:43+02:00;Paris
Place du 8 mai 1945;30;13;14;7;7;2023-04-06T13:40:07+02:00;Saint-Denis
Jean-Jacques Rousseau - Deux Ecus;22;5;15;7;8;2023-04-06T13:48:07+02:00;Paris
Place du Lieutenant Henri Karcher;30;3;26;21;5;2023-04-06T13:48:47+02:00;Paris
Square Pierre Lazareff;17;5;12;6;6;2023-04-06T13:47:46+02:00;Paris
Grande Rue - Europe;25;24;1;0;1;2023-04-06T13:44:32+02:00;Sèvres
Waldeck Rochet - Germaine Tillon;31;13;17;12;5;2023-04-06T13:40:03+02:00;Aubervilliers
Custine - Ramey;41;39;1;1;0;2023-04-06T13:43:27+02:00;Paris
Saint Pères - Saint Germain;22;22;0;0;0;2023-04-06T13:41:50+02:00;Paris
Saint-Bon - Rivoli;19;17;1;1;0;2023-04-06T13:48:30+02:00;Paris
Chaussée d'Antin - Haussmann;24;2;20;9;11;2023-04-06T13:48:29+02:00;Paris
Square Victor Basch;20;8;10;2;8;2023-04-06T13:47:33+02:00;Colombes
Gare des Vallées;20;9;5;2;3;2023-04-06T13:46:10+02:00;La Garenne-Colombes
Filles Saint-Thomas - Place de la Bourse;58;20;38;27;11;2023-04-06T13:48:59+02:00;Paris
Choisy - Malmaisons;25;22;3;1;2;2023-04-06T13:46:29+02:00;Paris
Saint-Honoré - 29 juillet;20;0;18;14;4;2023-04-06T13:48:53+02:00;Paris
Mairie du 2ème;28;1;26;17;9;2023-04-06T13:48:42+02:00;Paris
Jouffroy d'Abbans - Villiers;34;32;0;0;0;2023-04-06T13:48:39+02:00;Paris
Ventadour - Opéra;27;1;26;14;12;2023-04-06T13:48:38+02:00;Paris
Saint-Placide - Cherche Midi;66;31;33;17;16;2023-04-06T13:48:48+02:00;Paris
Berthier - Porte de Clichy;24;3;17;16;1;2023-04-06T13:49:03+02:00;Paris
Decrès - Alésia;0;0;0;0;0;2023-03-01T13:01:35+01:00;Paris
Stade Pershing;26;26;0;0;0;2023-02-10T14:22:59+01:00;Paris
Guy Môquet - Parvis Georges Marchais;30;23;7;1;6;2023-04-06T13:46:46+02:00;Villejuif
Saint-Amand - Labrouste;36;33;1;0;1;2023-04-06T13:48:46+02:00;Paris
Saint-Honoré - Musée du Louvre;22;22;0;0;0;2023-04-06T13:48:59+02:00;Paris
Fabre d'Eglantine - Place de la Nation;68;39;27;22;5;2023-04-06T13:49:07+02:00;Paris
Le Goff - Gay-Lussac;35;9;24;4;20;2023-04-06T13:48:55+02:00;Paris
Marx Dormoy - Château Sainte-Barbe;22;21;0;0;0;2023-04-06T13:39:43+02:00;Fontenay-aux-Roses
Jean Jaurès - Paul Lafargue;28;16;11;7;4;2023-04-06T13:47:42+02:00;Puteaux
Amédée Huon - Fort d'Ivry;31;14;15;1;14;2023-04-06T13:45:20+02:00;Ivry-sur-Seine
Quai de l'Aisne - Général Leclerc;27;10;14;6;8;2023-04-06T13:48:51+02:00;Pantin
Archives - Pastourelle;28;11;15;12;3;2023-04-06T13:46:58+02:00;Paris
Arthur Ranc - Hôpital Bichat;26;23;2;1;1;2023-04-06T13:39:31+02:00;Paris
Résistance - Parmentier;35;30;5;2;3;2023-04-06T13:46:13+02:00;Montreuil
Magenta - Chabrol;24;13;8;3;5;2023-04-06T13:48:34+02:00;Paris
Verdun - Carnot;28;23;4;0;4;2023-04-06T13:48:27+02:00;Ivry-sur-Seine
Suresnes - Muette à Neuilly;30;24;6;1;5;2023-04-06T13:48:43+02:00;Paris
Parc Floral du Bel Air;25;20;4;2;2;2023-04-06T13:48:51+02:00;Paris
Parc Départemental des Hautes-Bruyères;30;26;3;0;3;2023-04-06T13:47:50+02:00;Villejuif
Marseillaise - Grenade;0;0;0;0;0;2023-01-17T06:58:51+01:00;Paris
Victor Hugo - Gare;22;11;10;6;4;2023-04-06T13:48:30+02:00;Colombes
Place de la Division Leclerc;35;31;4;1;3;2023-04-06T13:44:27+02:00;Fontenay-aux-Roses
Bréa - Raspail;24;2;20;7;13;2023-04-06T13:47:39+02:00;Paris
Cardinal Lavigerie;46;30;14;10;4;2023-04-06T13:47:45+02:00;Paris
Henri Barbusse - Marcel Cachin;37;37;0;0;0;2023-01-18T11:56:20+01:00;Saint-Denis
Place du Palais Royal;67;66;1;1;0;2023-04-06T13:45:36+02:00;Paris
Réaumur - Montmartre;19;2;17;13;4;2023-04-06T13:47:57+02:00;Paris
Belfort - Victor Hugo;24;16;7;6;1;2023-04-06T13:39:21+02:00;Clichy
Belles Feuilles - Place de Mexico;23;19;4;0;4;2023-04-06T13:46:39+02:00;Paris
Saint-Marc - Feydeau;37;4;33;22;11;2023-04-06T13:49:07+02:00;Paris
André Theuriet - Blagis;30;11;17;13;4;2023-04-06T13:46:15+02:00;Bourg-la-Reine
Porte de Pantin.;33;24;8;7;1;2023-04-06T13:47:31+02:00;Paris
Lampes;43;30;11;9;2;2023-04-06T13:48:18+02:00;Ivry-sur-Seine
Les Halles - Saint-Eustache;32;1;29;17;12;2023-04-06T13:48:06+02:00;Paris
Jules Guesdes - Carnot;16;14;0;0;0;2023-04-06T13:44:37+02:00;Saint-Denis
Place André Malraux;19;10;7;7;0;2023-04-06T13:49:02+02:00;Paris
Place des Victoires;24;4;20;15;5;2023-04-06T13:47:23+02:00;Paris
Coquillière - Louvre;21;3;18;12;6;2023-04-06T13:48:04+02:00;Paris
Victor Massé - Jean-Baptiste Pigalle;18;17;1;0;1;2023-04-06T13:46:57+02:00;Paris
Place de l'Eglise - Vitry-sur-Seine;28;1;24;23;1;2023-04-06T13:48:53+02:00;Vitry-sur-Seine
Danielle Casanova - Opéra;20;2;14;9;5;2023-04-06T13:43:50+02:00;Paris
Sorbier - Gasnier-Guy;34;33;0;0;0;2023-04-06T13:47:35+02:00;Paris
Silly - Louis Blériot;23;11;11;10;1;2023-04-06T13:48:03+02:00;Boulogne-Billancourt
Simon Bolivar - Henri Turot;22;19;2;0;2;2023-04-06T13:42:12+02:00;Paris
Saint-Mande - Picpus;35;29;5;2;3;2023-04-06T13:44:51+02:00;Paris
Victor Hugo - Paul Eluard;32;12;20;19;1;2023-04-06T13:48:54+02:00;Charenton-le-Pont
Les Blagis;27;15;11;8;3;2023-04-06T13:41:35+02:00;Sceaux
Blanqui - Docteur Bauer;28;9;14;11;3;2023-04-06T13:46:43+02:00;Saint-Ouen-sur-Seine
Place du Moulin de Javel;45;9;42;21;21;2023-04-06T13:46:01+02:00;Paris
Quai de Sèvres - Manufacture Nationale;28;2;22;16;6;2023-04-06T13:47:56+02:00;Sèvres
Youri Gagarine - Commune de Paris;33;27;6;0;6;2023-04-06T13:41:34+02:00;Vitry-sur-Seine
Paganini - Davout;22;11;9;6;3;2023-04-06T13:48:13+02:00;Paris
Strasbourg - Saint-Denis;16;1;13;10;3;2023-04-06T13:47:46+02:00;Paris
Bagnolet - Place Saint-Blaise;28;27;1;1;0;2023-04-06T13:41:06+02:00;Paris
Stalingrad - Henri Luisette;26;24;2;0;2;2023-04-06T13:49:07+02:00;Villejuif
Gare RER - Maurice Grandcoing;37;4;31;28;3;2023-04-06T13:49:04+02:00;Ivry-sur-Seine
Gare de Robinson;30;24;6;5;1;2023-04-06T13:47:29+02:00;Sceaux
Dutot - Place Alleray;56;56;0;0;0;2023-04-06T13:40:29+02:00;Paris
Jouffroy d'Abbans - Malesherbes;27;14;9;5;4;2023-04-06T13:48:39+02:00;Paris
Jardin Modèle - Pierre Boudou;18;6;9;4;5;2023-04-06T13:48:30+02:00;Asnières-sur-Seine
Mariotte - Batignolles;20;20;0;0;0;2022-12-05T09:45:14+01:00;Paris
République - Louis Loucheur;37;10;27;13;14;2023-04-06T13:48:32+02:00;Champigny-sur-Marne
Vincent Auriol - Louise Weiss;22;1;20;14;6;2023-04-06T13:48:54+02:00;Paris
Henri Barbusse - Gabriel Péri;27;25;2;0;2;2023-04-06T13:44:12+02:00;Châtillon
Halle Freyssinet - Parvis Alan Turing;23;2;21;10;11;2023-04-06T13:48:07+02:00;Paris
Stéphanie Bouvard - Gambetta;0;0;0;0;0;2022-11-03T10:26:33+01:00;Ivry-sur-Seine
Bichat - Grange aux Belles;30;26;2;2;0;2023-04-06T13:49:05+02:00;Paris
André Mazet - Saint-André des Arts;55;28;24;10;14;2023-04-06T13:48:28+02:00;Paris
Gare de Chaville Rive Gauche;18;13;3;3;0;2023-04-06T13:44:13+02:00;Chaville
Saint-Fiacre - Poissonière;35;18;14;7;7;2023-04-06T13:48:57+02:00;Paris
Mûriers - Père Lachaise;20;19;0;0;0;2023-04-06T13:47:46+02:00;Paris
Béranger - Félix Faure;28;24;2;2;0;2023-04-06T13:49:06+02:00;Châtillon
Gobelins - Port-Royal;40;32;3;3;0;2023-04-06T13:48:39+02:00;Paris
Place du Maréchal de Lattre de Tassigny;27;11;14;11;3;2023-04-06T13:48:37+02:00;Vanves
Danielle Casanova - Ledru-Rollin;28;21;5;4;1;2023-04-06T13:49:05+02:00;Ivry-sur-Seine
Martyrs de Châteaubriant - Jean Grandel;38;31;6;5;1;2023-04-06T13:42:36+02:00;Argenteuil
Belleville -  Pré Saint-Gervais;21;21;0;0;0;2023-04-06T13:41:39+02:00;Paris
Ney - Porte de Montmartre;24;14;6;3;3;2023-04-06T13:48:58+02:00;Paris
Saint-Denis - Rivoli;43;13;29;20;9;2023-04-06T13:48:24+02:00;Paris
Place Charles de Gaulle;24;20;4;0;4;2023-04-06T13:49:06+02:00;Ville-d'Avray
Clef des Champs - Albert Dhalenne;28;5;20;13;7;2023-04-06T13:46:57+02:00;Saint-Ouen-sur-Seine
Porte de Versailles;28;7;17;15;2;2023-04-06T13:45:26+02:00;Paris
Carrefour Pleyel;36;6;47;26;21;2023-04-06T13:47:37+02:00;Saint-Denis
Bons Raisins - Voltaire;24;16;7;1;6;2023-04-06T13:47:50+02:00;Rueil-Malmaison
Madeleine Vionnet;34;3;50;14;36;2023-04-06T13:48:25+02:00;Aubervilliers
Mathis - Flandre;55;51;2;0;2;2023-04-06T13:45:09+02:00;Paris
Gare - Aristide Briand;29;3;25;19;6;2023-04-06T13:48:09+02:00;Issy-les-Moulineaux
Pierre Charron - Champs-Elysées;32;5;24;4;20;2023-04-06T13:46:59+02:00;Paris
Manin - Secrétan;20;17;1;0;1;2023-04-06T13:47:51+02:00;Paris
Paix - Verdun;35;25;9;3;6;2023-04-06T13:49:06+02:00;Courbevoie
Château de Vincennes;52;24;24;17;7;2023-04-06T13:48:51+02:00;Paris
Balzac - Champs Elysées;30;6;24;4;20;2023-04-06T13:48:46+02:00;Paris
Place Denfert-Rochereau;20;15;5;5;0;2023-04-06T13:43:54+02:00;Boulogne-Billancourt
Bobillot - Tolbiac;33;32;1;1;0;2023-04-06T13:39:24+02:00;Paris
Chevaleret - Louise Weiss;35;5;28;22;6;2023-04-06T13:48:09+02:00;Paris
Général Leclerc - Bièvre;25;13;12;6;6;2023-04-06T13:45:43+02:00;Bourg-la-Reine
Saint-Augustin;31;5;24;17;7;2023-04-06T13:47:30+02:00;Paris
Félix Faure - Convention;44;10;32;27;5;2023-04-06T13:48:34+02:00;Paris
Léon Frot - Charonne;19;16;2;1;1;2023-04-06T13:48:37+02:00;Paris
Place du Docteur Yersin;50;29;21;7;14;2023-04-06T13:47:52+02:00;Paris
